IFID,pairID,Relation,ClusterID,CFID,SpaceGroup,CrystForm,PdbID,DomainInterfaceID,SurfaceArea,InterfaceUnit,ChainPfamArch,InAsu,InPdb,InPisa,ASU,PDBBA,PDBBAID,PISABA,PISABAID,UnpCode,#CfgCluster,#EntryCluster,MinSeqIdentity,#CfgRelation,#EntryRelation,#EntryHomo,#EntryHetero,#EntryIntra,ClusterInterface,MediumSurfaceArea,Name,Species,chainA,chainB
IF10357,(FAD_binding_2)(Fer2_3),7585,1,1,P 21 21 21,A2B2C2D2(1),4ysx,1,918,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,A,B
IF10432,(FAD_binding_2)(Fer2_3),7585,2,1,P 21 21 21,A2B2C2D2(1),4ysx,25,121.7,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,A,F
IF10446,(FAD_binding_2)(Fer2_3),7585,3,1,P 21 21 21,A2B2C2D2(1),4ysx,12,247.25,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,E,B
IF10378,(FAD_binding_2)(Fer2_3),7585,1,1,P 21 21 21,A2B2C2D2(6),4ysy,1,917.1,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,A,B
IF10429,(FAD_binding_2)(Fer2_3),7585,2,1,P 21 21 21,A2B2C2D2(6),4ysy,25,118.6,AB,(Fer2_3)_(Fer4_17);(FAD_binding_2)_(Succ_DH_flav_C),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,O44074_ASCSU;U1LRQ3_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT,Ascaris suum;Ascaris suum,A,F
IF10440,(FAD_binding_2)(Fer2_3),7585,3,1,P 21 21 21,A2B2C2D2(6),4ysy,12,240.65,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,O44074_ASCSU;U1LRQ3_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT,Ascaris suum;Ascaris suum,E,B
IF10379,(FAD_binding_2)(Fer2_3),7585,1,1,P 21 21 21,A2B2C2D2(6),4ysz,1,921.2,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,A,B
IF10430,(FAD_binding_2)(Fer2_3),7585,2,1,P 21 21 21,A2B2C2D2(6),4ysz,25,110,AB,(Fer2_3)_(Fer4_17);(FAD_binding_2)_(Succ_DH_flav_C),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,O44074_ASCSU;U1LRQ3_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT,Ascaris suum;Ascaris suum,A,F
IF10441,(FAD_binding_2)(Fer2_3),7585,3,1,P 21 21 21,A2B2C2D2(6),4ysz,12,252.4,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,O44074_ASCSU;U1LRQ3_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT,Ascaris suum;Ascaris suum,E,B
IF10329,(FAD_binding_2)(Fer2_3),7585,1,1,P 21 21 21,A2B2C2D2(5),4yt0,1,950.65,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,A,B
IF10444,(FAD_binding_2)(Fer2_3),7585,3,1,P 21 21 21,A2B2C2D2(5),4yt0,23,256.45,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,E,B
IF10380,(FAD_binding_2)(Fer2_3),7585,1,1,P 21 21 21,A2B2C2D2(6),4ytm,1,919.55,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,A,B
IF10431,(FAD_binding_2)(Fer2_3),7585,2,1,P 21 21 21,A2B2C2D2(6),4ytm,20,118.45,AB,(Fer2_3)_(Fer4_17);(FAD_binding_2)_(Succ_DH_flav_C),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,O44074_ASCSU;U1LRQ3_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT,Ascaris suum;Ascaris suum,A,F
IF10442,(FAD_binding_2)(Fer2_3),7585,3,1,P 21 21 21,A2B2C2D2(6),4ytm,15,243.7,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,E,B
IF10330,(FAD_binding_2)(Fer2_3),7585,1,1,P 21 21 21,A2B2C2D2(7),4ytn,1,908.6,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,A,B
IF10435,(FAD_binding_2)(Fer2_3),7585,2,1,P 21 21 21,A2B2C2D2(7),4ytn,25,118.2,AB,(Fer2_3)_(Fer4_17);(FAD_binding_2)_(Succ_DH_flav_C),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,O44074_ASCSU;U1LRQ3_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT,Ascaris suum;Ascaris suum,A,F
IF10445,(FAD_binding_2)(Fer2_3),7585,3,1,P 21 21 21,A2B2C2D2(7),4ytn,12,240.45,AB,(Fer2_3)_(Fer4_17);(FAD_binding_2)_(Succ_DH_flav_C),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,O44074_ASCSU;U1LRQ3_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT,Ascaris suum;Ascaris suum,E,B
IF10399,(FAD_binding_2)(Fer2_3),7585,1,8,P 21 21 21,ABCD(3),4ytp,1,853.6,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,ABCD,ABCD,1,ABCD,1,SDHA_PIG;SDHB_PIG,,,,,,,,,,,"FLAVOPROTEIN SUBUNIT OF COMPLEX II,FP;IRON-SULFUR SUBUNIT OF COMPLEX II,IP",Sus scrofa;Sus scrofa,A,B
IF10318,(FAD_binding_2)(Fer2_3),7585,1,2,P 21 21 21,ABCD(1),4yxd,2,882.7,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,ABCD,ABCD,1,ABCD,1,SDHA_PIG;SDHB_PIG,,,,,,,,,,,"FLAVOPROTEIN SUBUNIT OF COMPLEX II,FP;IRON-SULFUR SUBUNIT OF COMPLEX II,IP",Sus scrofa;Sus scrofa,A,B
IF10328,(FAD_binding_2)(Fer2_3),7585,1,1,P 21 21 21,A2B2C2D2(5),5c2t,1,935,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,A,B
IF10443,(FAD_binding_2)(Fer2_3),7585,3,1,P 21 21 21,A2B2C2D2(5),5c2t,17,290.05,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,E,B
IF10377,(FAD_binding_2)(Fer2_3),7585,1,1,P 21 21 21,A2B2C2D2(6),5c3j,1,915.8,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,A,B
IF10428,(FAD_binding_2)(Fer2_3),7585,2,1,P 21 21 21,A2B2C2D2(6),5c3j,21,104.8,AB,(Fer2_3)_(Fer4_17);(FAD_binding_2)_(Succ_DH_flav_C),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,O44074_ASCSU;U1LRQ3_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT,Ascaris suum;Ascaris suum,A,F
IF10439,(FAD_binding_2)(Fer2_3),7585,3,1,P 21 21 21,A2B2C2D2(6),5c3j,16,247.7,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),0,0,0,A2B2C2D2,ABCD,1,A2B2C2D2,1,U1LRQ3_ASCSU;O44074_ASCSU,,,,,,,,,,,RHODOQUINOL-FUMARATE REDUCTASE FP SUBUNIT;RHODOQUINOL-FUMARATE REDUCTASE IP SUBUNIT,Ascaris suum;Ascaris suum,E,B
IF10376,(FAD_binding_2)(Fer2_3),7585,1,11,P 21 21 21,A2B2C2D2(3),5vpn,1,1015.2,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_8),1,1,1,A2B2C2D2,ABCD,1,ABCD,1,FRDA_ECOLI;FRDB_ECO57,,,,,,,,,,,Fumarate reductase flavoprotein subunit;Fumarate reductase iron-sulfur subunit,Escherichia coli (strain K12);Escherichia coli O157:H7,A,B
IF10356,(FAD_binding_2)(Fer2_3),7585,1,13,P 1 21 1,A4B4C4,5xmj,1,1173.3,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_8),1,1,1,A4B4C4,A2B2C2,1,A2B2C2,1,T2GB49_DESGG;T2G9X8_DESGG,,,,,,,,,,,FAD-BINDING PROTEIN;Succinate dehydrogenase iron-sulfur subunit,Desulfovibrio gigas;Desulfovibrio gigas DSM 1382 = ATCC 19364,A,B
IF10438,(FAD_binding_2)(Fer2_3),7585,2,13,P 1 21 1,A4B4C4,5xmj,48,161.7,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_8),0,0,0,A4B4C4,A2B2C2,1,A2B2C2,1,T2GB49_DESGG;T2G9X8_DESGG,,,,,,,,,,,FAD-BINDING PROTEIN;Succinate dehydrogenase iron-sulfur subunit,Desulfovibrio gigas;Desulfovibrio gigas DSM 1382 = ATCC 19364,I,N
IF10381,(FAD_binding_2)(Fer2_3),7585,1,10,P 1 21 1,A2B2C2D2,6awf,1,953.4,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_8),1,1,1,A2B2C2D2,ABCD,1,A2B2C2D2,1,FRDA_ECOLI;FRDB_ECO57,,,,,,,,,,,Fumarate reductase flavoprotein subunit;Fumarate reductase iron-sulfur subunit,Escherichia coli (strain K12);Escherichia coli O157:H7,A,B
IF10323,(FAD_binding_2)(Fer2_3),7585,1,16,P 1(EMI),A3B3C3D3E3,6lum,12,642.3,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_8),1,1,0,A3B3C3D3E3,A3B3C3D3E3,1,-,-1,A0QT08_MYCS2;A0QT07_MYCS2,,,,,,,,,,,Succinate dehydrogenase subunit A;Succinate dehydrogenase subunit B,Mycolicibacterium smegmatis MC2 51;Mycolicibacterium smegmatis MC2 51,A,B
IF10321,(FAD_binding_2)(Fer2_3),7585,1,2,P 21 21 21,ABCD(1),6myo,1,837.5,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,ABCD,ABCD,1,ABCD,1,SDHA_CHICK;SDHB_CHICK,,,,,,,,,,,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;IRON-SULFUR SUBUNIT OF COMPLEX II,IP",Gallus gallus;Gallus gallus,A,B
IF10322,(FAD_binding_2)(Fer2_3),7585,1,2,P 21 21 21,ABCD(1),6myp,1,807.5,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,ABCD,ABCD,1,ABCD,1,SDHA_CHICK;SDHB_CHICK,,,,,,,,,,,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;IRON-SULFUR SUBUNIT OF COMPLEX II,IP",Gallus gallus;Gallus gallus,A,B
IF10315,(FAD_binding_2)(Fer2_3),7585,1,2,P 21 21 21,ABCD(1),6myq,1,838.75,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,ABCD,ABCD,1,ABCD,1,SDHA_CHICK;SDHB_CHICK,,,,,,,,,,,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;IRON-SULFUR SUBUNIT OF COMPLEX II,IP",Gallus gallus;Gallus gallus,A,B
IF10307,(FAD_binding_2)(Fer2_3),7585,1,2,P 21 21 21,ABCD(2),6myr,1,852.85,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,ABCD,ABCD,1,ABCD,1,SDHA_CHICK;SDHB_CHICK,,,,,,,,,,,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",Gallus gallus;Gallus gallus,A,B
IF10314,(FAD_binding_2)(Fer2_3),7585,1,2,P 21 21 21,ABCD(2),6mys,1,840.9,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,ABCD,ABCD,1,ABCD,1,SDHA_CHICK;SDHB_CHICK,,,,,,,,,,,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;IRON-SULFUR SUBUNIT OF COMPLEX II,IP",Gallus gallus;Gallus gallus,A,B
IF10319,(FAD_binding_2)(Fer2_3),7585,1,2,P 21 21 21,ABCD(1),6myt,1,824.8,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,ABCD,ABCD,1,ABCD,1,SDHA_CHICK;SDHB_CHICK,,,,,,,,,,,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;IRON-SULFUR SUBUNIT OF COMPLEX II,IP",Gallus gallus;Gallus gallus,A,B
IF10320,(FAD_binding_2)(Fer2_3),7585,1,2,P 21 21 21,ABCD(1),6myu,1,844.4,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,1,ABCD,ABCD,1,ABCD,1,SDHA_CHICK;SDHB_CHICK,,,,,,,,,,,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;IRON-SULFUR SUBUNIT OF COMPLEX II,IP",Gallus gallus;Gallus gallus,A,B
IF10383,(FAD_binding_2)(Fer2_3),7585,1,6,P 1(EMI),A3B3C3D3(1),6wu6,4,686.75,AB,(Fer2_3)_(Fer4_17);(FAD_binding_2)_(Succ_DH_flav_C),1,1,0,A3B3C3D3,A3B3C3D3,1,-,-1,SDHB_ECOLI;B6I7Z5_ECOSE,,,,,,,,,,,Succinate dehydrogenase iron-sulfur subunit;Succinate dehydrogenase flavoprotein subunit,Escherichia coli;Escherichia coli (strain SE11),A,B
IF10306,(FAD_binding_2)(Fer2_3),7585,1,17,P 1(EMI),ABC(1),7d6v,1,1070.85,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_8),1,1,0,ABC,ABC,1,-,-1,A0QPJ3_MYCS2;A0QPJ2_MYCS2,,,,,,,,,,,Succinate dehydrogenase subunit A;Fumarate reductase iron-sulfur subunit,Mycolicibacterium smegmatis;Mycolicibacterium smegmatis,A,B
IF10305,(FAD_binding_2)(Fer2_3),7585,1,18,P 1(EMI),ABC(2),7d6x,1,1065.75,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_8),1,1,0,ABC,ABC,1,-,-1,A0QPJ3_MYCS2;A0QPJ2_MYCS2,,,,,,,,,,,Succinate dehydrogenase subunit A;Fumarate reductase iron-sulfur subunit,Mycolicibacterium smegmatis;Mycolicibacterium smegmatis,A,B
IF10382,(FAD_binding_2)(Fer2_3),7585,1,7,P 1(EMI),A3B3C3D3(2),7jz2,1,599.85,AB,(FAD_binding_2)_(Succ_DH_flav_C);(Fer2_3)_(Fer4_17),1,1,0,A3B3C3D3,A3B3C3D3,1,-,-1,SDHA_ECOLI;SDHB_ECOLI,,,,,,,,,,,Succinate dehydrogenase flavoprotein subunit;Succinate dehydrogenase iron-sulfur subunit,Escherichia coli;Escherichia coli,A,B
IF11187,(GDNF)(RET_CLD3),31870,1,3,P 1(EMI),A2B2C2(1),4ux8,3,115,AB,(RET_CLD1)_(Cadherin)_(RET_CLD3)_(RET_CLD4);(GDNF)_(GDNF)_(GDNF),1,1,1,A2B2C2,A2B2C2,1,A2B2C2,1,RET_HUMAN;GFRA1_RAT,,,,,,,,,,,"CADHERIN FAMILY MEMBER 12, PROTO-ONCOGENE C-RET, RET RECEPTOR TYROSINE KINASE;GFR ALPHA 1",HOMO SAPIENS;RATTUS NORVEGICUS,C,A
IF11184,(GDNF)(RET_CLD3),31870,1,6,P 1(EMI),A2B2C2(3),6gl7,5,164.55,AB,(GDNF)_(GDNF)_(GDNF);(RET_CLD1)_(Cadherin)_(RET_CLD3)_(RET_CLD4),1,1,1,A2B2C2,A2B2C2,1,A2B2C2,1,GFRA2_HUMAN;RET_HUMAN,,,,,,,,,,,"GFR-ALPHA-2,GDNF RECEPTOR BETA,GDNFR-BETA,NEURTURIN RECEPTOR ALPHA,NTNR-ALPHA,RET LIGAND 2,TGF-BETA-RELATED NEUROTROPHIC FACTOR RECEPTOR 2;CADHERIN FAMILY MEMBER 12,PROTO-ONCOGENE C-RET",Homo sapiens;Homo sapiens,D,E
IF11183,(GDNF)(RET_CLD3),31870,1,1,P 1(EMI),A2B2C2,6q2j,4,162.6,AB,(GDNF)_(GDNF);(RET_CLD1)_(Cadherin)_(RET_CLD3)_(RET_CLD4),1,1,0,A2B2C2,A2B2C2,1,-,-1,GFRAL_HUMAN;RET_HUMAN,,,,,,,,,,,"GDNF family receptor alpha-like;CADHERIN FAMILY MEMBER 12,PROTO-ONCOGENE C-RET",Homo sapiens;Homo sapiens,C,E
IF11181,(GDNF)(RET_CLD3),31870,1,7,P 1(EMI),A2B2C2(4),6q2n,4,249.95,AB,(GDNF)_(GDNF)_(GDNF);(RET_CLD1)_(Cadherin)_(RET_CLD3)_(RET_CLD4),1,1,0,A2B2C2,A2B2C2,1,-,-1,GFRA1_HUMAN;RET_HUMAN,,,,,,,,,,,"GFR-ALPHA-1,RET LIGAND 1,TGF-BETA-RELATED NEUROTROPHIC FACTOR RECEPTOR 1;CADHERIN FAMILY MEMBER 12,PROTO-ONCOGENE C-RET",Homo sapiens;Homo sapiens,C,E
IF11186,(GDNF)(RET_CLD3),31870,1,4,P 1(EMI),A2B2C2(2),6q2o,6,288.9,AB,(GDNF)_(GDNF)_(GDNF);(RET_CLD1)_(Cadherin)_(RET_CLD3)_(RET_CLD4),1,1,0,A2B2C2,A2B2C2,1,-,-1,GFRA2_HUMAN;RET_HUMAN,,,,,,,,,,,"GFR-ALPHA-2,GDNF RECEPTOR BETA,GDNFR-BETA,NEURTURIN RECEPTOR ALPHA,NTNR-ALPHA,RET LIGAND 2,TGF-BETA-RELATED NEUROTROPHIC FACTOR RECEPTOR 2;CADHERIN FAMILY MEMBER 12,PROTO-ONCOGENE C-RET",Homo sapiens;Homo sapiens,C,E
IF11185,(GDNF)(RET_CLD3),31870,1,5,P 1(EMI),A4B4C4,6q2r,7,284.4,AB,(GDNF)_(GDNF)_(GDNF);(RET_CLD1)_(Cadherin)_(RET_CLD3)_(RET_CLD4),1,1,0,A4B4C4,A4B4C4,1,-,-1,GFRA2_HUMAN;RET_HUMAN,,,,,,,,,,,"GFR-ALPHA-2,GDNF RECEPTOR BETA,GDNFR-BETA,NEURTURIN RECEPTOR ALPHA,NTNR-ALPHA,RET LIGAND 2,TGF-BETA-RELATED NEUROTROPHIC FACTOR RECEPTOR 2;CADHERIN FAMILY MEMBER 12,PROTO-ONCOGENE C-RET",Homo sapiens;Homo sapiens,C,E
IF11180,(GDNF)(RET_CLD3),31870,1,2,P 1(EMI),A2B2C2,6q2s,4,232.85,AB,(GDNF)_(GDNF)_(GDNF);(RET_CLD1)_(Cadherin)_(RET_CLD3)_(RET_CLD4),1,1,0,A2B2C2,A2B2C2,1,-,-1,GFRA3_HUMAN;RET_HUMAN,,,,,,,,,,,"GFR-ALPHA-3;CADHERIN FAMILY MEMBER 12,PROTO-ONCOGENE C-RET",Homo sapiens;Homo sapiens,C,E
IF11179,(GDNF)(RET_CLD3),31870,1,8,P 1(EMI),A2B2C2(5),7aml,1,380.15,AB,(RET_CLD1)_(Cadherin)_(RET_CLD3)_(RET_CLD4);(GDNF)_(GDNF)_(GDNF),1,1,0,A2B2C2,A2B2C2,1,-,-1,A8E7C6_DANRE;Q98TT9_DANRE,,,,,,,,,,,Proto-oncogene tyrosine-protein kinase receptor Ret;GDNF family receptor alpha,Danio rerio;Danio rerio,A,B
IF12096,(Gtr1_RagA)(LAMTOR),24384,1,8,P 21 21 21,ABCDEFG,5x6v,12,383.6,AB,(Gtr1_RagA);(LAMTOR)_(Flg_bb_rod),1,1,1,ABCDEFG,ABCDEFG,1,ABCDEFG,1,RRAGC_MOUSE;LTOR1_HUMAN,,,,,,,,,,,"RAGC,GTPASE-INTERACTING PROTEIN 2,TIB929;LATE ENDOSOMAL/LYSOSOMAL ADAPTOR AND MAPK AND MTOR ACTIVATOR 1,LIPID RAFT ADAPTOR PROTEIN P18,PROTEIN ASSOCIATED WITH DRMS AND ENDOSOMES,P27KIP1-RELEASING FACTOR FROM RHOA,P27RF-RHO",Mus musculus;Homo sapiens,G,E
IF12095,(Gtr1_RagA)(LAMTOR),24384,1,7,P 21 21 21,ABCDEFG,6ehr,11,400.55,AB,(Gtr1_RagA);(LAMTOR),1,1,1,ABCDEFG,ABCDEFG,1,ABCDEFG,1,RRAGC_HUMAN;LTOR1_HUMAN,,,,,,,,,,,"RAGC,GTPASE-INTERACTING PROTEIN 2,TIB929;LATE ENDOSOMAL/LYSOSOMAL ADAPTOR AND MAPK AND MTOR ACTIVATOR 1,LIPID RAFT ADAPTOR PROTEIN P18,PROTEIN ASSOCIATED WITH DRMS AND ENDOSOMES,P27KIP1-RELEASING FACTOR FROM RHOA,P27RF-RHO",Homo sapiens;Homo sapiens,G,E
IF12094,(Gtr1_RagA)(LAMTOR),24384,1,1,P 21 21 21,A2B2C2D2E2,6jwp,3,411.9,AB,(Gtr1_RagA);(LAMTOR),1,1,1,A2B2C2D2E2,ABCDE,1,A2B2C2D2E2,1,GTR2_YEAST;MEH1_YEAST,,,,,,,,,,,"GTP-binding protein GTR2;EGO COMPLEX SUBUNIT 1,GSE COMPLEX SUBUNIT 2",Saccharomyces cerevisiae S288c;Saccharomyces cerevisiae S288c,B,C
IF12092,(Gtr1_RagA)(LAMTOR),24384,1,2,P 1(EMI),ABCDEFGHI(1),6nzd,3,371.95,AB,(Gtr1_RagA);(LAMTOR),1,1,1,ABCDEFGHI,ABCDEFGHI,1,ABCDEFGHI,1,RRAGC_HUMAN;LTOR1_HUMAN,,,,,,,,,,,"RAGC,GTPASE-INTERACTING PROTEIN 2,TIB929;LATE ENDOSOMAL/LYSOSOMAL ADAPTOR AND MAPK AND MTOR ACTIVATOR 1,LIPID RAFT ADAPTOR PROTEIN P18,PROTEIN ASSOCIATED WITH DRMS AND ENDOSOMES,P27KIP1-RELEASING FACTOR FROM RHOA,P27RF-RHO",Homo sapiens;Homo sapiens,G,A
